Election_Type,State_Name,Assembly_No,Constituency_No,Year,month,Poll_No,DelimID,Position,Candidate,Sex,Party,Votes,Candidate_Type,Valid_Votes,Electors,Constituency_Name,Constituency_Type,Sub_Region,N_Cand,Turnout_Percentage,Vote_Share_Percentage,Deposit_Lost,Margin,Margin_Percentage,ENOP,pid,Party_Type_TCPD,Party_ID,last_poll,Contested,Last_Party,Last_Party_ID,Last_Constituency_Name,Same_Constituency,Same_Party,No_Terms,Turncoat,Incumbent,Recontest,Age,District_Name
AE,West_Bengal,17,10,2021,5,0,4,8,Shailen Marandi,M,Bahujan Mukti Party,740,,232489,275070,KUMARGRAM,ST,JALPAIGURI DIVISION,7,84.52,0.32,yes,0,0,2.38,DUMWB569,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,37,JALPAIGURI
AE,West_Bengal,17,11,2021,5,0,4,1,BISHAL LAMA,M,BJP,103104,,195815,248844,KALCHINI,ST,JALPAIGURI DIVISION,11,78.69,52.65,no,28576,14.59,2.38,AEWB100279,,,TRUE,2,BJP,,KALCHINI,TRUE,TRUE,1,FALSE,FALSE,TRUE,39,JALPAIGURI
AE,West_Bengal,17,11,2021,5,0,4,2,PASSANG LAMA,M,AITC,74528,,195815,248844,KALCHINI,ST,JALPAIGURI DIVISION,11,78.69,38.06,no,69046,35.26,2.38,DUMWB392,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,48,JALPAIGURI
AE,West_Bengal,17,11,2021,5,0,4,3,AVIJIT NARJINARY,M,INC,5482,,195815,248844,KALCHINI,ST,JALPAIGURI DIVISION,11,78.69,2.8,yes,3057,1.56,2.38,AEWB100280,,,TRUE,2,INC,,KALCHINI,TRUE,TRUE,0,FALSE,FALSE,TRUE,48,JALPAIGURI
AE,West_Bengal,17,11,2021,5,0,4,4,BINAY NARJINARY,M,IND,2425,,195815,248844,KALCHINI,ST,JALPAIGURI DIVISION,11,78.69,1.24,yes,48,0.02,2.38,DUMWB892,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,42,JALPAIGURI
AE,West_Bengal,17,11,2021,5,0,4,5,None Of The Above,,NOTA,2377,,195815,248844,KALCHINI,ST,JALPAIGURI DIVISION,11,78.69,1.21,yes,126,0.06,2.38,,,,TRUE,,,,,,,,,FALSE,FALSE,,JALPAIGURI
AE,West_Bengal,17,11,2021,5,0,4,6,REKHA LAKRA (EKKA),F,IND,2251,,195815,248844,KALCHINI,ST,JALPAIGURI DIVISION,11,78.69,1.15,yes,382,0.2,2.38,DUMWB907,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,41,JALPAIGURI
AE,West_Bengal,17,11,2021,5,0,4,7,PRAKASH KUJUR,M,IND,1869,,195815,248844,KALCHINI,ST,JALPAIGURI DIVISION,11,78.69,0.95,yes,705,0.36,2.38,DUMWB859,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,67,JALPAIGURI
AE,West_Bengal,17,11,2021,5,0,4,8,CHANCHAL NARJINARY,M,LJP,1164,,195815,248844,KALCHINI,ST,JALPAIGURI DIVISION,11,78.69,0.59,yes,254,0.13,2.38,DUMWB645,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,30,JALPAIGURI
AE,West_Bengal,17,11,2021,5,0,4,9,SUKUMAR MINJ,M,IND,910,,195815,248844,KALCHINI,ST,JALPAIGURI DIVISION,11,78.69,0.46,yes,107,0.05,2.38,DUMWB918,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,39,JALPAIGURI
AE,West_Bengal,17,11,2021,5,0,4,10,ASHOK LAMA,M,NPP,803,,195815,248844,KALCHINI,ST,JALPAIGURI DIVISION,11,78.69,0.41,yes,324,0.17,2.38,DUMWB188,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,50,JALPAIGURI
AE,West_Bengal,17,11,2021,5,0,4,11,HAKIM MAHALI,M,Bahujan Mukti Party,479,,195815,248844,KALCHINI,ST,JALPAIGURI DIVISION,11,78.69,0.24,yes,56,0.03,2.38,DUMWB781,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,36,JALPAIGURI
AE,West_Bengal,17,11,2021,5,0,4,12,MADAN KUMAR URAON,M,JD(U),423,,195815,248844,KALCHINI,ST,JALPAIGURI DIVISION,11,78.69,0.22,yes,0,0,2.38,DUMWB699,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,34,JALPAIGURI
AE,West_Bengal,17,12,2021,5,0,4,1,SUMAN KANJILAL,M,BJP,107333,,222732,263776,ALIPURDUARS,GEN,JALPAIGURI DIVISION,9,84.44,48.19,no,16007,7.19,2.5,DUMWB194,,,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,50,JALPAIGURI
AE,West_Bengal,17,12,2021,5,0,4,2,SOURAV CHAKRABORTY (GHUTIS),M,AITC,91326,,222732,263776,ALIPURDUARS,GEN,JALPAIGURI DIVISION,9,84.44,41,no,75675,33.98,2.5,AEWB100290,,,TRUE,2,AITC,,ALIPURDUARS,TRUE,TRUE,1,FALSE,TRUE,TRUE,48,JALPAIGURI
AE,West_Bengal,17,12,2021,5,0,4,3,DEBA PRASAD ROY,M,INC,15651,,222732,263776,ALIPURDUARS,GEN,JALPAIGURI DIVISION,9,84.44,7.03,yes,13300,5.97,2.5,GEWB50371,,,TRUE,2,INC,,JALPAIGURI,FALSE,TRUE,1,FALSE,FALSE,FALSE,72,JALPAIGURI
AE,West_Bengal,17,12,2021,5,0,4,4,NIKHIL CHANDRA RAIBIR,M,IND,2351,,222732,263776,ALIPURDUARS,GEN,JALPAIGURI DIVISION,9,84.44,1.06,yes,370,0.17,2.5,DUMWB822,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,59,JALPAIGURI
AE,West_Bengal,17,12,2021,5,0,4,5,None Of The Above,,NOTA,1981,,222732,263776,ALIPURDUARS,GEN,JALPAIGURI DIVISION,9,84.44,0.89,yes,588,0.26,2.5,,,,TRUE,,,,,,,,,FALSE,FALSE,,JALPAIGURI
AE,West_Bengal,17,12,2021,5,0,4,6,RINKU GHOSH,F,IND,1393,,222732,263776,ALIPURDUARS,GEN,JALPAIGURI DIVISION,9,84.44,0.63,yes,282,0.13,2.5,DUMWB883,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,39,JALPAIGURI
AE,West_Bengal,17,12,2021,5,0,4,7,PIJUSH KANTI SARMA,M,SUCI,1111,,222732,263776,ALIPURDUARS,GEN,JALPAIGURI DIVISION,9,84.44,0.5,yes,415,0.19,2.5,DUMWB518,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,55,JALPAIGURI
AE,West_Bengal,17,12,2021,5,0,4,8,ASHIM ROY,M,IND,696,,222732,263776,ALIPURDUARS,GEN,JALPAIGURI DIVISION,9,84.44,0.31,yes,76,0.03,2.5,DUMWB694,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,39,JALPAIGURI
AE,West_Bengal,17,12,2021,5,0,4,9,KUSHAL KUMAR ROY,M,IND,620,,222732,263776,ALIPURDUARS,GEN,JALPAIGURI DIVISION,9,84.44,0.28,yes,350,0.16,2.5,DUMWB776,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,42,JALPAIGURI
AE,West_Bengal,17,12,2021,5,0,4,10,ABINASH DAS,M,IND,270,,222732,263776,ALIPURDUARS,GEN,JALPAIGURI DIVISION,9,84.44,0.12,yes,0,0,2.5,DUMWB550,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,58,JALPAIGURI
AE,West_Bengal,17,13,2021,5,0,4,1,DIPAK BARMAN,M,BJP,102993,,220500,256694,FALAKATA,SC,JALPAIGURI DIVISION,8,85.9,46.71,no,3990,1.81,2.38,DUMWB191,,,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,46,JALPAIGURI
AE,West_Bengal,17,13,2021,5,0,4,2,SUBHASH CHANDRA ROY,M,AITC,99003,,220500,256694,FALAKATA,SC,JALPAIGURI DIVISION,8,85.9,44.9,no,88231,40.01,2.38,DUMWB312,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,49,JALPAIGURI
AE,West_Bengal,17,13,2021,5,0,4,3,KSHITISH CHANDRA RAY,M,CPM,10772,,220500,256694,FALAKATA,SC,JALPAIGURI DIVISION,8,85.9,4.89,yes,8802,3.99,2.38,AEWB100299,,,TRUE,2,CPM,,FALAKATA,TRUE,TRUE,0,FALSE,FALSE,TRUE,51,JALPAIGURI
AE,West_Bengal,17,13,2021,5,0,4,4,None Of The Above,,NOTA,1970,,220500,256694,FALAKATA,SC,JALPAIGURI DIVISION,8,85.9,0.89,yes,292,0.13,2.38,,,,TRUE,,,,,,,,,FALSE,FALSE,,JALPAIGURI
AE,West_Bengal,17,13,2021,5,0,4,5,DIPAK CHANDRA MANDAL (SANTOSH),M,IND,1678,,220500,256694,FALAKATA,SC,JALPAIGURI DIVISION,8,85.9,0.76,yes,33,0.01,2.38,DUMWB764,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,37,JALPAIGURI
AE,West_Bengal,17,13,2021,5,0,4,6,SWAPAN ROY,M,IND,1645,,220500,256694,FALAKATA,SC,JALPAIGURI DIVISION,8,85.9,0.75,yes,268,0.12,2.38,DUMWB848,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,27,JALPAIGURI
AE,West_Bengal,17,13,2021,5,0,4,7,TAPAN ADHIKARI,M,Samajwadi Jan Parishad,1377,,220500,256694,FALAKATA,SC,JALPAIGURI DIVISION,8,85.9,0.62,yes,764,0.35,2.38,DUMWB424,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,32,JALPAIGURI
AE,West_Bengal,17,13,2021,5,0,4,8,TARANI ROY,M,SUCI,613,,220500,256694,FALAKATA,SC,JALPAIGURI DIVISION,8,85.9,0.28,yes,164,0.07,2.38,AEWB105871,,,TRUE,5,SUCI,,FALAKATA,TRUE,TRUE,0,FALSE,FALSE,TRUE,63,JALPAIGURI
AE,West_Bengal,17,13,2021,5,0,4,9,BIMAL ROY,M,Amra Bangalee,449,,220500,256694,FALAKATA,SC,JALPAIGURI DIVISION,8,85.9,0.2,yes,0,0,2.38,DUMWB681,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,55,JALPAIGURI
AE,West_Bengal,17,14,2021,5,0,4,1,MANOJ TIGGA,M,BJP,90718,,166920,213617,MADARIHAT,ST,JALPAIGURI DIVISION,7,78.14,54.35,no,29685,17.78,2.33,AEWB105874,,,TRUE,5,BJP,,MADARIHAT,TRUE,TRUE,2,FALSE,TRUE,TRUE,48,JALPAIGURI
AE,West_Bengal,17,14,2021,5,0,4,2,RAJESH LAKRA,M,AITC,61033,,166920,213617,MADARIHAT,ST,JALPAIGURI DIVISION,7,78.14,36.56,no,53961,32.33,2.33,DUMWB497,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,45,JALPAIGURI
AE,West_Bengal,17,14,2021,5,0,4,3,SUBHASH LOHAR,M,RSP,7072,,166920,213617,MADARIHAT,ST,JALPAIGURI DIVISION,7,78.14,4.24,yes,4450,2.67,2.33,DUMWB628,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,48,JALPAIGURI
AE,West_Bengal,17,14,2021,5,0,4,4,None Of The Above,,NOTA,2622,,166920,213617,MADARIHAT,ST,JALPAIGURI DIVISION,7,78.14,1.57,yes,926,0.55,2.33,,,,TRUE,,,,,,,,,FALSE,FALSE,,JALPAIGURI
AE,West_Bengal,17,14,2021,5,0,4,5,UTTAM BARUA,M,BSP,1696,,166920,213617,MADARIHAT,ST,JALPAIGURI DIVISION,7,78.14,1.02,yes,156,0.09,2.33,DUMWB108,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,41,JALPAIGURI
AE,West_Bengal,17,14,2021,5,0,4,6,VIVEK PRADEEP TETE,M,Bhartiya Tribal Party,1540,,166920,213617,MADARIHAT,ST,JALPAIGURI DIVISION,7,78.14,0.92,yes,268,0.16,2.33,DUMWB684,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,37,JALPAIGURI
AE,West_Bengal,17,14,2021,5,0,4,7,PANCHU ORAON,M,NPP,1272,,166920,213617,MADARIHAT,ST,JALPAIGURI DIVISION,7,78.14,0.76,yes,305,0.18,2.33,DUMWB166,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,37,JALPAIGURI
AE,West_Bengal,17,14,2021,5,0,4,8,SUDHIST BARAIK,M,SUCI,967,,166920,213617,MADARIHAT,ST,JALPAIGURI DIVISION,7,78.14,0.58,yes,0,0,2.33,AEWB100309,,,TRUE,2,SUCI,,MADARIHAT,TRUE,TRUE,0,FALSE,FALSE,TRUE,43,JALPAIGURI
AE,West_Bengal,17,15,2021,5,0,4,1,BISHNU PADA RAY,M,BJP,104688,,229323,265482,DHUPGURI,SC,JALPAIGURI DIVISION,8,86.38,45.65,no,4355,1.9,2.5,DUMWB1160,,,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,58,JALPAIGURI
AE,West_Bengal,17,15,2021,5,0,4,2,MITALI ROY,F,AITC,100333,,229323,265482,DHUPGURI,SC,JALPAIGURI DIVISION,8,86.38,43.75,no,87226,38.04,2.5,AEWB102283,,,TRUE,4,AITC,,DHUPGURI,TRUE,TRUE,1,FALSE,TRUE,TRUE,47,JALPAIGURI
AE,West_Bengal,17,15,2021,5,0,4,3,PRADIP KUMAR ROY,M,CPM,13107,,229323,265482,DHUPGURI,SC,JALPAIGURI DIVISION,8,86.38,5.72,yes,10929,4.77,2.5,DUMWB989,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,46,JALPAIGURI
AE,West_Bengal,17,15,2021,5,0,4,4,BEDODYUTI ROY,M,BSP,2178,,229323,265482,DHUPGURI,SC,JALPAIGURI DIVISION,8,86.38,0.95,yes,9,0,2.5,AEWB100315,,,TRUE,2,BSP,,DHUPGURI,TRUE,TRUE,0,FALSE,FALSE,TRUE,53,JALPAIGURI
AE,West_Bengal,17,15,2021,5,0,4,5,HRISHIKESH ROY,M,IND,2169,,229323,265482,DHUPGURI,SC,JALPAIGURI DIVISION,8,86.38,0.95,yes,14,0.01,2.5,DUMWB1964,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,28,JALPAIGURI
AE,West_Bengal,17,15,2021,5,0,4,6,SUKUMAR ROY,M,Kamatapur People’s Party (United),2155,,229323,265482,DHUPGURI,SC,JALPAIGURI DIVISION,8,86.38,0.94,yes,171,0.07,2.5,DUMWB1750,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,40,JALPAIGURI
AE,West_Bengal,17,15,2021,5,0,4,7,None Of The Above,,NOTA,1984,,229323,265482,DHUPGURI,SC,JALPAIGURI DIVISION,8,86.38,0.87,yes,371,0.16,2.5,,,,TRUE,,,,,,,,,FALSE,FALSE,,JALPAIGURI
AE,West_Bengal,17,15,2021,5,0,4,8,DHIRANJAN ROY,M,SUCI,1613,,229323,265482,DHUPGURI,SC,JALPAIGURI DIVISION,8,86.38,0.7,yes,517,0.23,2.5,DUMWB1570,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,37,JALPAIGURI
AE,West_Bengal,17,15,2021,5,0,4,9,SUJAN BARMAN,M,IND,1096,,229323,265482,DHUPGURI,SC,JALPAIGURI DIVISION,8,86.38,0.48,yes,0,0,2.5,DUMWB1895,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,33,JALPAIGURI
AE,West_Bengal,17,16,2021,5,0,4,1,Kaushik Roy,M,BJP,115306,,236093,266652,MAYNAGURI,SC,JALPAIGURI DIVISION,9,88.54,48.84,no,11911,5.05,2.33,DUMWB952,,,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,37,JALPAIGURI
AE,West_Bengal,17,16,2021,5,0,4,2,Manoj Roy,M,AITC,103395,,236093,266652,MAYNAGURI,SC,JALPAIGURI DIVISION,9,88.54,43.79,no,97635,41.35,2.33,DUMWB1505,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,50,JALPAIGURI
AE,West_Bengal,17,16,2021,5,0,4,3,Naresh Chandra Roy,M,RSP,5760,,236093,266652,MAYNAGURI,SC,JALPAIGURI DIVISION,9,88.54,2.44,yes,2665,1.13,2.33,DUMWB1380,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,66,JALPAIGURI
AE,West_Bengal,17,16,2021,5,0,4,4,None Of The Above,,NOTA,3095,,236093,266652,MAYNAGURI,SC,JALPAIGURI DIVISION,9,88.54,1.31,yes,227,0.1,2.33,,,,TRUE,,,,,,,,,FALSE,FALSE,,JALPAIGURI
AE,West_Bengal,17,16,2021,5,0,4,5,Biswanath Roy,M,Kamatapur People’s Party (United),2868,,236093,266652,MAYNAGURI,SC,JALPAIGURI DIVISION,9,88.54,1.21,yes,1313,0.56,2.33,DUMWB1872,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,46,JALPAIGURI
AE,West_Bengal,17,16,2021,5,0,4,6,Uday Shankar Adhikari,M,CPI(ML)(L),1555,,236093,266652,MAYNAGURI,SC,JALPAIGURI DIVISION,9,88.54,0.66,yes,5,0,2.33,AEWB104158,,,TRUE,2,CPI(ML)(L),,MAINAGURI,FALSE,TRUE,0,FALSE,FALSE,FALSE,68,JALPAIGURI
AE,West_Bengal,17,16,2021,5,0,4,7,Ganesh Mandal,M,BSP,1550,,236093,266652,MAYNAGURI,SC,JALPAIGURI DIVISION,9,88.54,0.66,yes,471,0.2,2.33,AEWB100327,,,TRUE,2,BSP,,JALPAIGURI,FALSE,TRUE,0,FALSE,FALSE,TRUE,54,JALPAIGURI
AE,West_Bengal,17,16,2021,5,0,4,8,Bilash Sarkar,M,IND,1079,,236093,266652,MAYNAGURI,SC,JALPAIGURI DIVISION,9,88.54,0.46,yes,334,0.14,2.33,DUMWB2013,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,32,JALPAIGURI
AE,West_Bengal,17,16,2021,5,0,4,9,Shyamal Roy,M,SUCI,745,,236093,266652,MAYNAGURI,SC,JALPAIGURI DIVISION,9,88.54,0.32,yes,5,0,2.33,DUMWB1967,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,38,JALPAIGURI
AE,West_Bengal,17,16,2021,5,0,4,10,Binay Sarkar,M,Amra Bangalee,740,,236093,266652,MAYNAGURI,SC,JALPAIGURI DIVISION,9,88.54,0.31,yes,0,0,2.33,AEWB100322,,,TRUE,2,AMB,,MAYNAGURI,TRUE,FALSE,0,TRUE,FALSE,TRUE,50,JALPAIGURI
AE,West_Bengal,17,17,2021,5,0,4,1,DR. PRADIP KUMAR BARMA,M,AITC,95668,,225933,268202,JALPAIGURI,SC,JALPAIGURI DIVISION,10,84.24,42.34,no,941,0.42,2.7,DUMWB1035,,,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,66,JALPAIGURI
AE,West_Bengal,17,17,2021,5,0,4,2,SOUJIT SINGHA (PIKU),M,BJP,94727,,225933,268202,JALPAIGURI,SC,JALPAIGURI DIVISION,10,84.24,41.93,no,70499,31.2,2.7,DUMWB1442,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,47,JALPAIGURI
AE,West_Bengal,17,17,2021,5,0,4,3,SUKHBILAS BARMA,M,INC,24228,,225933,268202,JALPAIGURI,SC,JALPAIGURI DIVISION,10,84.24,10.72,yes,20847,9.23,2.7,GEWB13896,,,TRUE,3,INC,,JALPAIGURI,TRUE,TRUE,2,FALSE,TRUE,TRUE,75,JALPAIGURI
AE,West_Bengal,17,17,2021,5,0,4,4,None Of The Above,,NOTA,3381,,225933,268202,JALPAIGURI,SC,JALPAIGURI DIVISION,10,84.24,1.5,yes,1772,0.78,2.7,,,,TRUE,,,,,,,,,FALSE,FALSE,,JALPAIGURI
AE,West_Bengal,17,17,2021,5,0,4,5,SUBHASH KUMAR SARKAR,M,BSP,1609,,225933,268202,JALPAIGURI,SC,JALPAIGURI DIVISION,10,84.24,0.71,yes,53,0.02,2.7,DUMWB1258,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,53,JALPAIGURI
AE,West_Bengal,17,17,2021,5,0,4,6,RAKHI SARKAR,F,IND,1556,,225933,268202,JALPAIGURI,SC,JALPAIGURI DIVISION,10,84.24,0.69,yes,409,0.18,2.7,DUMWB1985,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,31,JALPAIGURI
AE,West_Bengal,17,17,2021,5,0,4,7,HAREKRISHNA SARKAR,M,IND,1147,,225933,268202,JALPAIGURI,SC,JALPAIGURI DIVISION,10,84.24,0.51,yes,136,0.06,2.7,GEWB13854,,,TRUE,4,IND,,SITALKUCHI,FALSE,TRUE,0,FALSE,FALSE,TRUE,49,JALPAIGURI
AE,West_Bengal,17,17,2021,5,0,4,8,ISWAR BARAI,M,Amra Bangalee,1011,,225933,268202,JALPAIGURI,SC,JALPAIGURI DIVISION,10,84.24,0.45,yes,49,0.02,2.7,DUMWB1573,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,31,JALPAIGURI
AE,West_Bengal,17,17,2021,5,0,4,9,HARIDAS BISWAS,M,IND,962,,225933,268202,JALPAIGURI,SC,JALPAIGURI DIVISION,10,84.24,0.43,yes,64,0.03,2.7,DUMWB1994,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,37,JALPAIGURI
AE,West_Bengal,17,17,2021,5,0,4,10,PALENDRA NATH ROY,M,SUCI,898,,225933,268202,JALPAIGURI,SC,JALPAIGURI DIVISION,10,84.24,0.4,yes,152,0.07,2.7,DUMWB1802,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,41,JALPAIGURI
AE,West_Bengal,17,17,2021,5,0,4,11,PRAHLAD ROY,M,IND,746,,225933,268202,JALPAIGURI,SC,JALPAIGURI DIVISION,10,84.24,0.33,yes,0,0,2.7,DUMWB1835,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,33,JALPAIGURI
AE,West_Bengal,17,18,2021,5,0,4,1,KHAGESWAR ROY,M,AITC,104641,,215755,244871,RAJGANJ,SC,JALPAIGURI DIVISION,8,88.11,48.5,no,15773,7.31,2.44,AEWB105906,,,TRUE,6,AITC,,RAJGANJ,TRUE,TRUE,4,FALSE,TRUE,TRUE,69,JALPAIGURI
AE,West_Bengal,17,18,2021,5,0,4,2,SUPEN ROY,M,BJP,88868,,215755,244871,RAJGANJ,SC,JALPAIGURI DIVISION,8,88.11,41.19,no,76760,35.58,2.44,AEWB104187,,,TRUE,3,BJP,,RAJGANJ,TRUE,TRUE,0,FALSE,FALSE,FALSE,60,JALPAIGURI
AE,West_Bengal,17,18,2021,5,0,4,3,RATAN KUMAR ROY,M,CPM,12108,,215755,244871,RAJGANJ,SC,JALPAIGURI DIVISION,8,88.11,5.61,yes,8933,4.14,2.44,DUMWB1201,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,46,JALPAIGURI
AE,West_Bengal,17,18,2021,5,0,4,4,None Of The Above,,NOTA,3175,,215755,244871,RAJGANJ,SC,JALPAIGURI DIVISION,8,88.11,1.47,yes,1315,0.61,2.44,,,,TRUE,,,,,,,,,FALSE,FALSE,,JALPAIGURI
AE,West_Bengal,17,18,2021,5,0,4,5,TAPATI ROY (BARMAN),F,Kamatapur People’s Party (United),1860,,215755,244871,RAJGANJ,SC,JALPAIGURI DIVISION,8,88.11,0.86,yes,255,0.12,2.44,DUMWB1760,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,31,JALPAIGURI
AE,West_Bengal,17,18,2021,5,0,4,6,UDAY ROY,M,SUCI,1605,,215755,244871,RAJGANJ,SC,JALPAIGURI DIVISION,8,88.11,0.74,yes,95,0.04,2.44,DUMWB1610,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,53,JALPAIGURI
AE,West_Bengal,17,18,2021,5,0,4,7,SANTI KISHOR BARARI,M,BSP,1510,,215755,244871,RAJGANJ,SC,JALPAIGURI DIVISION,8,88.11,0.7,yes,364,0.17,2.44,AEWB102311,,,TRUE,2,BSP,,RAJGANJ,TRUE,TRUE,0,FALSE,FALSE,FALSE,63,JALPAIGURI
AE,West_Bengal,17,18,2021,5,0,4,8,DIGBIJAY MANDAL,M,IND,1146,,215755,244871,RAJGANJ,SC,JALPAIGURI DIVISION,8,88.11,0.53,yes,304,0.14,2.44,GEWB122016,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,60,JALPAIGURI
AE,West_Bengal,17,18,2021,5,0,4,9,NIRODE CHANDRA ADHIKARY,M,Amra Bangalee,842,,215755,244871,RAJGANJ,SC,JALPAIGURI DIVISION,8,88.11,0.39,yes,0,0,2.44,GEWB122014,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,68,JALPAIGURI
AE,West_Bengal,17,19,2021,5,0,4,1,Sikha Chatterjee,F,BJP,129088,,258969,312011,DABGRAM-PHULBARI,GEN,JALPAIGURI DIVISION,10,83,49.85,no,27593,10.65,2.5,DUMWB1486,,,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,68,JALPAIGURI
AE,West_Bengal,17,19,2021,5,0,4,2,Goutam Deb,M,AITC,101495,,258969,312011,DABGRAM-PHULBARI,GEN,JALPAIGURI DIVISION,10,83,39.19,no,83497,32.24,2.5,AEWB102312,,,TRUE,3,AITC,,DABGRAM-PHULBARI,TRUE,TRUE,2,FALSE,TRUE,TRUE,64,JALPAIGURI
AE,West_Bengal,17,19,2021,5,0,4,3,Dilip Singh,M,CPM,17998,,258969,312011,DABGRAM-PHULBARI,GEN,JALPAIGURI DIVISION,10,83,6.95,yes,14619,5.65,2.5,AEWB125011,,,TRUE,3,CPM,,DABGRAM-PHULBARI,TRUE,TRUE,0,FALSE,FALSE,TRUE,54,JALPAIGURI
AE,West_Bengal,17,19,2021,5,0,4,4,None Of The Above,,NOTA,3379,,258969,312011,DABGRAM-PHULBARI,GEN,JALPAIGURI DIVISION,10,83,1.3,yes,1984,0.77,2.5,,,,TRUE,,,,,,,,,FALSE,FALSE,,JALPAIGURI
AE,West_Bengal,17,19,2021,5,0,4,5,Radhakrishna Namadas,M,BSP,1395,,258969,312011,DABGRAM-PHULBARI,GEN,JALPAIGURI DIVISION,10,83,0.54,yes,4,0,2.5,DUMWB1272,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,47,JALPAIGURI
AE,West_Bengal,17,19,2021,5,0,4,6,Maheswar Barman,M,IND,1391,,258969,312011,DABGRAM-PHULBARI,GEN,JALPAIGURI DIVISION,10,83,0.54,yes,298,0.12,2.5,DUMWB1942,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,43,JALPAIGURI
AE,West_Bengal,17,19,2021,5,0,4,7,Rakhi Mandal,F,IND,1093,,258969,312011,DABGRAM-PHULBARI,GEN,JALPAIGURI DIVISION,10,83,0.42,yes,41,0.02,2.5,DUMWB2003,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,42,JALPAIGURI
AE,West_Bengal,17,19,2021,5,0,4,8,Subash Biswas,M,IND,1052,,258969,312011,DABGRAM-PHULBARI,GEN,JALPAIGURI DIVISION,10,83,0.41,yes,171,0.07,2.5,AEWB102315,,,TRUE,3,IND,,DABGRAM-PHULBARI,TRUE,TRUE,0,FALSE,FALSE,TRUE,67,JALPAIGURI
AE,West_Bengal,17,19,2021,5,0,4,9,Amitav Naskar,M,Republican Party of India (A),881,,258969,312011,DABGRAM-PHULBARI,GEN,JALPAIGURI DIVISION,10,83,0.34,yes,231,0.09,2.5,GEWB122134,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,35,JALPAIGURI
