Election_Type,State_Name,Assembly_No,Constituency_No,Year,month,Poll_No,DelimID,Position,Candidate,Sex,Party,Votes,Candidate_Type,Valid_Votes,Electors,Constituency_Name,Constituency_Type,Sub_Region,N_Cand,Turnout_Percentage,Vote_Share_Percentage,Deposit_Lost,Margin,Margin_Percentage,ENOP,pid,Party_Type_TCPD,Party_ID,last_poll,Contested,Last_Party,Last_Party_ID,Last_Constituency_Name,Same_Constituency,Same_Party,No_Terms,Turncoat,Incumbent,Recontest,Age,District_Name
AE,West_Bengal,17,266,2021,5,0,4,2,RADHA KANTA ROY,M,BJP,93943,,241925,278620,BARDHAMAN UTTAR,SC,BURDWAN DIVISION,4,86.83,38.83,no,62915,26.01,2.63,DUMWB1307,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,51,BARDHAMAN
AE,West_Bengal,17,266,2021,5,0,4,3,CHANDI CHORAN LET,M,CPM,31028,,241925,278620,BARDHAMAN UTTAR,SC,BURDWAN DIVISION,4,86.83,12.83,yes,27681,11.44,2.63,DUMWB1061,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,29,BARDHAMAN
AE,West_Bengal,17,266,2021,5,0,4,4,RAMKRISHNA MALIK,M,BSP,3347,,241925,278620,BARDHAMAN UTTAR,SC,BURDWAN DIVISION,4,86.83,1.38,yes,951,0.39,2.63,AEWB102048,,,TRUE,2,BSP,,MANGALKOT,FALSE,TRUE,0,FALSE,FALSE,TRUE,32,BARDHAMAN
AE,West_Bengal,17,266,2021,5,0,4,5,None Of The Above,,NOTA,2396,,241925,278620,BARDHAMAN UTTAR,SC,BURDWAN DIVISION,4,86.83,0.99,yes,0,0,2.63,,,,TRUE,,,,,,,,,FALSE,FALSE,,BARDHAMAN
AE,West_Bengal,17,267,2021,5,0,4,1,ADHIKARI MANGOBINDA,M,AITC,108028,,214168,247222,BHATAR,GEN,BURDWAN DIVISION,8,86.63,50.44,no,31741,14.82,2.56,DUMWB1049,,,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,66,BARDHAMAN
AE,West_Bengal,17,267,2021,5,0,4,2,MAHENDRANATH KOWAR,M,BJP,76287,,214168,247222,BHATAR,GEN,BURDWAN DIVISION,8,86.63,35.62,no,56680,26.47,2.56,DUMWB1337,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,34,BARDHAMAN
AE,West_Bengal,17,267,2021,5,0,4,3,NAZRUL HAQUE,M,CPM,19607,,214168,247222,BHATAR,GEN,BURDWAN DIVISION,8,86.63,9.15,yes,15261,7.13,2.56,DUMWB1207,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,50,BARDHAMAN
AE,West_Bengal,17,267,2021,5,0,4,4,None Of The Above,,NOTA,4346,,214168,247222,BHATAR,GEN,BURDWAN DIVISION,8,86.63,2.03,yes,2478,1.16,2.56,,,,TRUE,,,,,,,,,FALSE,FALSE,,BARDHAMAN
AE,West_Bengal,17,267,2021,5,0,4,5,NAZRUL ISLAM,M,IND,1868,,214168,247222,BHATAR,GEN,BURDWAN DIVISION,8,86.63,0.87,yes,293,0.14,2.56,DUMWB1848,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,35,BARDHAMAN
AE,West_Bengal,17,267,2021,5,0,4,6,SUKUL SAREN,M,BSP,1575,,214168,247222,BHATAR,GEN,BURDWAN DIVISION,8,86.63,0.74,yes,426,0.2,2.56,DUMWB1418,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,31,BARDHAMAN
AE,West_Bengal,17,267,2021,5,0,4,7,SOMNATH SAIN,M,IND,1149,,214168,247222,BHATAR,GEN,BURDWAN DIVISION,8,86.63,0.54,yes,321,0.15,2.56,DUMWB1924,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,41,BARDHAMAN
AE,West_Bengal,17,267,2021,5,0,4,8,AYAN GHOSH,M,IND,828,,214168,247222,BHATAR,GEN,BURDWAN DIVISION,8,86.63,0.39,yes,348,0.16,2.56,DUMWB1758,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,40,BARDHAMAN
AE,West_Bengal,17,267,2021,5,0,4,9,MAINUDDIN SAH,M,LJP,480,,214168,247222,BHATAR,GEN,BURDWAN DIVISION,8,86.63,0.22,yes,0,0,2.56,DUMWB1660,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,48,BARDHAMAN
AE,West_Bengal,17,268,2021,5,0,4,1,SWAPAN DEBNATH,M,AITC,105698,,215353,249309,PURBASTHALI DAKSHIN,GEN,BURDWAN DIVISION,5,86.38,49.08,no,17410,8.08,2.44,AEWB107436,,,TRUE,6,AITC,,PURBASTHALI DAKSHIN,TRUE,TRUE,4,FALSE,TRUE,TRUE,70,BARDHAMAN
AE,West_Bengal,17,268,2021,5,0,4,2,RAJIB KUMAR BHOWMICK,M,BJP,88288,,215353,249309,PURBASTHALI DAKSHIN,GEN,BURDWAN DIVISION,5,86.38,41,no,73227,34,2.44,AEWB102023,,,TRUE,2,BJP,,PURBASTHALI DAKSHIN,TRUE,TRUE,0,FALSE,FALSE,TRUE,46,BARDHAMAN
AE,West_Bengal,17,268,2021,5,0,4,3,ABHIJIT BHATTACHARYYA,M,INC,15061,,215353,249309,PURBASTHALI DAKSHIN,GEN,BURDWAN DIVISION,5,86.38,6.99,yes,11956,5.55,2.44,AEWB102022,,,TRUE,2,INC,,PURBASTHALI DAKSHIN,TRUE,TRUE,0,FALSE,FALSE,TRUE,39,BARDHAMAN
AE,West_Bengal,17,268,2021,5,0,4,4,SURAJIT MONDAL,M,BSP,3105,,215353,249309,PURBASTHALI DAKSHIN,GEN,BURDWAN DIVISION,5,86.38,1.44,yes,1466,0.68,2.44,DUMWB1274,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,30,BARDHAMAN
AE,West_Bengal,17,268,2021,5,0,4,5,SANTOSH KUMAR ADHIKARY,M,Purvanchal Mahapanchayat,1639,,215353,249309,PURBASTHALI DAKSHIN,GEN,BURDWAN DIVISION,5,86.38,0.76,yes,77,0.04,2.44,DUMWB1583,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,63,BARDHAMAN
AE,West_Bengal,17,268,2021,5,0,4,6,None Of The Above,,NOTA,1562,,215353,249309,PURBASTHALI DAKSHIN,GEN,BURDWAN DIVISION,5,86.38,0.73,yes,0,0,2.44,,,,TRUE,,,,,,,,,FALSE,FALSE,,BARDHAMAN
AE,West_Bengal,17,269,2021,5,0,4,1,TAPAN CHATTERJEE,M,AITC,92421,,212343,253878,PURBASTHALI UTTAR,GEN,BURDWAN DIVISION,6,83.64,43.52,no,6706,3.16,2.7,AEWB103911,,,TRUE,3,AITC,,PURBASTHALI UTTAR,TRUE,TRUE,2,FALSE,FALSE,TRUE,66,BARDHAMAN
AE,West_Bengal,17,269,2021,5,0,4,2,GOBARDHAN DAS,M,BJP,85715,,212343,253878,PURBASTHALI UTTAR,GEN,BURDWAN DIVISION,6,83.64,40.37,no,57581,27.12,2.7,DUMWB1119,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,54,BARDHAMAN
AE,West_Bengal,17,269,2021,5,0,4,3,PRADIP KUMAR SAHA,M,CPM,28134,,212343,253878,PURBASTHALI UTTAR,GEN,BURDWAN DIVISION,6,83.64,13.25,yes,26227,12.35,2.7,AEWB103912,,,TRUE,3,CPM,,PURBASTHALI UTTAR,TRUE,TRUE,1,FALSE,TRUE,TRUE,57,BARDHAMAN
AE,West_Bengal,17,269,2021,5,0,4,4,KESTO ROY,M,BSP,1907,,212343,253878,PURBASTHALI UTTAR,GEN,BURDWAN DIVISION,6,83.64,0.9,yes,232,0.11,2.7,DUMWB973,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,52,BARDHAMAN
AE,West_Bengal,17,269,2021,5,0,4,5,BIBHAS DAS,M,Purvanchal Mahapanchayat,1675,,212343,253878,PURBASTHALI UTTAR,GEN,BURDWAN DIVISION,6,83.64,0.79,yes,325,0.15,2.7,DUMWB1640,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,57,BARDHAMAN
AE,West_Bengal,17,269,2021,5,0,4,6,None Of The Above,,NOTA,1350,,212343,253878,PURBASTHALI UTTAR,GEN,BURDWAN DIVISION,6,83.64,0.64,yes,209,0.1,2.7,,,,TRUE,,,,,,,,,FALSE,FALSE,,BARDHAMAN
AE,West_Bengal,17,269,2021,5,0,4,7,SAMILAN SUTRADHAR,M,IND,1141,,212343,253878,PURBASTHALI UTTAR,GEN,BURDWAN DIVISION,6,83.64,0.54,yes,0,0,2.7,DUMWB1778,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,29,BARDHAMAN
AE,West_Bengal,17,270,2021,5,0,4,1,Rabindranath Chatterjee,M,AITC,107894,,224459,268460,KATWA,GEN,BURDWAN DIVISION,5,83.61,48.07,no,9155,4.08,2.38,AEWB105719,,,TRUE,8,AITC,,KATWA,TRUE,TRUE,6,FALSE,TRUE,TRUE,71,BARDHAMAN
AE,West_Bengal,17,270,2021,5,0,4,2,Shyama Majumdar,F,BJP,98739,,224459,268460,KATWA,GEN,BURDWAN DIVISION,5,83.61,43.99,no,85763,38.21,2.38,AEWB102036,,,TRUE,2,INC,,KATWA,TRUE,FALSE,0,TRUE,FALSE,TRUE,69,BARDHAMAN
AE,West_Bengal,17,270,2021,5,0,4,3,Prabir Ganguli,M,INC,12976,,224459,268460,KATWA,GEN,BURDWAN DIVISION,5,83.61,5.78,yes,11196,4.99,2.38,DUMWB1240,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,59,BARDHAMAN
AE,West_Bengal,17,270,2021,5,0,4,4,None Of The Above,,NOTA,1780,,224459,268460,KATWA,GEN,BURDWAN DIVISION,5,83.61,0.79,yes,182,0.08,2.38,,,,TRUE,,,,,,,,,FALSE,FALSE,,BARDHAMAN
AE,West_Bengal,17,270,2021,5,0,4,5,Paritosh Chair,M,BSP,1598,,224459,268460,KATWA,GEN,BURDWAN DIVISION,5,83.61,0.71,yes,126,0.06,2.38,DUMWB975,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,33,BARDHAMAN
AE,West_Bengal,17,270,2021,5,0,4,6,Apurba Chakraborty,M,SUCI,1472,,224459,268460,KATWA,GEN,BURDWAN DIVISION,5,83.61,0.66,yes,0,0,2.38,AEWB102039,,,TRUE,3,SUCI,,KATWA,TRUE,TRUE,0,FALSE,FALSE,TRUE,60,BARDHAMAN
AE,West_Bengal,17,271,2021,5,0,4,1,Sekh Sahonawez,M,AITC,100226,,215317,258640,KETUGRAM,GEN,BURDWAN DIVISION,5,83.25,46.55,no,12683,5.89,2.5,AEWB103925,,,TRUE,3,AITC,,KETUGRAM,TRUE,TRUE,3,FALSE,TRUE,TRUE,62,BARDHAMAN
AE,West_Bengal,17,271,2021,5,0,4,2,Anadi Ghosh (Mathura),M,BJP,87543,,215317,258640,KETUGRAM,GEN,BURDWAN DIVISION,5,83.25,40.66,no,67451,31.33,2.5,DUMWB998,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,41,BARDHAMAN
AE,West_Bengal,17,271,2021,5,0,4,3,Mizanul Kabir (Dhiraj),M,CPM,20092,,215317,258640,KETUGRAM,GEN,BURDWAN DIVISION,5,83.25,9.33,yes,16472,7.65,2.5,DUMWB1263,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,36,BARDHAMAN
AE,West_Bengal,17,271,2021,5,0,4,4,None Of The Above,,NOTA,3620,,215317,258640,KETUGRAM,GEN,BURDWAN DIVISION,5,83.25,1.68,yes,1327,0.62,2.5,,,,TRUE,,,,,,,,,FALSE,FALSE,,BARDHAMAN
AE,West_Bengal,17,271,2021,5,0,4,5,Dr. Manik Chandra Pradhan,M,BSP,2293,,215317,258640,KETUGRAM,GEN,BURDWAN DIVISION,5,83.25,1.06,yes,750,0.35,2.5,DUMWB1126,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,56,BARDHAMAN
AE,West_Bengal,17,271,2021,5,0,4,6,Satya Narayan Mondal,M,SUCI,1543,,215317,258640,KETUGRAM,GEN,BURDWAN DIVISION,5,83.25,0.72,yes,0,0,2.5,DUMWB1591,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,55,BARDHAMAN
AE,West_Bengal,17,272,2021,5,0,4,1,Apurba Chowdhury (Achal),M,AITC,107596,,217329,252415,MANGALKOT,GEN,BURDWAN DIVISION,5,86.1,49.51,no,22337,10.28,2.44,DUMWB1040,,,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,55,BARDHAMAN
AE,West_Bengal,17,272,2021,5,0,4,2,Rana Protap Goswami,M,BJP,85259,,217329,252415,MANGALKOT,GEN,BURDWAN DIVISION,5,86.1,39.23,no,68476,31.51,2.44,DUMWB1475,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,49,BARDHAMAN
AE,West_Bengal,17,272,2021,5,0,4,3,Choudhury Sahajahan,M,CPM,16783,,217329,252415,MANGALKOT,GEN,BURDWAN DIVISION,5,86.1,7.72,yes,12957,5.96,2.44,AEWB102046,,,TRUE,3,CPM,,MANGALKOT,TRUE,TRUE,1,FALSE,FALSE,TRUE,62,BARDHAMAN
AE,West_Bengal,17,272,2021,5,0,4,4,None Of The Above,,NOTA,3826,,217329,252415,MANGALKOT,GEN,BURDWAN DIVISION,5,86.1,1.76,yes,1350,0.62,2.44,,,,TRUE,,,,,,,,,FALSE,FALSE,,BARDHAMAN
AE,West_Bengal,17,272,2021,5,0,4,5,ABDUS SABUR SK,M,BSP,2476,,217329,252415,MANGALKOT,GEN,BURDWAN DIVISION,5,86.1,1.14,yes,1087,0.5,2.44,DUMWB1137,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,25,BARDHAMAN
AE,West_Bengal,17,272,2021,5,0,4,6,Rasik Saren,M,SUCI,1389,,217329,252415,MANGALKOT,GEN,BURDWAN DIVISION,5,86.1,0.64,yes,0,0,2.44,AEWB102049,,,TRUE,2,SUCI,,MANGALKOT,TRUE,TRUE,0,FALSE,FALSE,TRUE,60,BARDHAMAN
AE,West_Bengal,17,273,2021,5,0,4,1,ABHEDANANDA THANDER,M,AITC,100392,,217080,247950,AUSGRAM,SC,BURDWAN DIVISION,5,87.55,46.25,no,11815,5.44,2.56,AEWB102050,,,TRUE,2,AITC,,AUSGRAM,TRUE,TRUE,2,FALSE,TRUE,TRUE,58,BARDHAMAN
AE,West_Bengal,17,273,2021,5,0,4,2,KALITA MAJI,F,BJP,88577,,217080,247950,AUSGRAM,SC,BURDWAN DIVISION,5,87.55,40.8,no,68178,31.41,2.56,DUMWB1189,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,33,BARDHAMAN
AE,West_Bengal,17,273,2021,5,0,4,3,CHANCHAL KUMAR MAJHI,M,CPM,20399,,217080,247950,AUSGRAM,SC,BURDWAN DIVISION,5,87.55,9.4,yes,16360,7.54,2.56,DUMWB1367,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,45,BARDHAMAN
AE,West_Bengal,17,273,2021,5,0,4,4,None Of The Above,,NOTA,4039,,217080,247950,AUSGRAM,SC,BURDWAN DIVISION,5,87.55,1.86,yes,2067,0.95,2.56,,,,TRUE,,,,,,,,,FALSE,FALSE,,BARDHAMAN
AE,West_Bengal,17,273,2021,5,0,4,5,MANASA METE,M,SUCI,1972,,217080,247950,AUSGRAM,SC,BURDWAN DIVISION,5,87.55,0.91,yes,271,0.12,2.56,AEWB103938,,,TRUE,4,SUCI,,AUSGRAM,TRUE,TRUE,0,FALSE,FALSE,TRUE,53,BARDHAMAN
AE,West_Bengal,17,273,2021,5,0,4,6,SRIDAM GOLDAR,M,BSP,1701,,217080,247950,AUSGRAM,SC,BURDWAN DIVISION,5,87.55,0.78,yes,0,0,2.56,AEWB102040,,,TRUE,2,BSP,,KATWA,FALSE,TRUE,0,FALSE,FALSE,TRUE,69,BARDHAMAN
AE,West_Bengal,17,274,2021,5,0,4,1,NEPAL GHORUI,M,AITC,109504,,222538,257508,GALSI,SC,BURDWAN DIVISION,4,86.42,49.21,no,19262,8.66,2.44,AEWB101979,,,TRUE,3,AITC,,RAINA,FALSE,TRUE,2,FALSE,TRUE,TRUE,43,BARDHAMAN
AE,West_Bengal,17,274,2021,5,0,4,2,BIKASH BISWAS,M,BJP,90242,,222538,257508,GALSI,SC,BURDWAN DIVISION,4,86.42,40.55,no,73222,32.9,2.44,DUMWB1297,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,48,BARDHAMAN
AE,West_Bengal,17,274,2021,5,0,4,3,NANDALAL PONDIT,M,AIFB,17020,,222538,257508,GALSI,SC,BURDWAN DIVISION,4,86.42,7.65,yes,13502,6.07,2.44,AEWB102056,,,TRUE,2,AIFB,,GALSI,TRUE,TRUE,0,FALSE,FALSE,TRUE,69,BARDHAMAN
AE,West_Bengal,17,274,2021,5,0,4,4,SANDIP SARKAR,M,BSP,3518,,222538,257508,GALSI,SC,BURDWAN DIVISION,4,86.42,1.58,yes,1264,0.57,2.44,AEWB121340,,,TRUE,3,BSP,,DURGAPUR PASCHIM,FALSE,TRUE,0,FALSE,FALSE,TRUE,55,BARDHAMAN
AE,West_Bengal,17,274,2021,5,0,4,5,None Of The Above,,NOTA,2254,,222538,257508,GALSI,SC,BURDWAN DIVISION,4,86.42,1.01,yes,0,0,2.44,,,,TRUE,,,,,,,,,FALSE,FALSE,,BARDHAMAN
AE,West_Bengal,17,275,2021,5,0,4,1,NARENDRANATH CHAKRABORTY,M,AITC,73922,,164291,214844,PANDABESWAR,GEN,BURDWAN DIVISION,8,76.47,44.99,no,3803,2.31,2.56,DUMWB1099,,,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,57,BARDHAMAN
AE,West_Bengal,17,275,2021,5,0,4,2,KUMAR JITENDRA  TEWARI,M,BJP,70119,,164291,214844,PANDABESWAR,GEN,BURDWAN DIVISION,8,76.47,42.68,no,57923,35.26,2.56,AEWB102058,,,TRUE,2,AITC,,PANDABESWAR,TRUE,FALSE,1,TRUE,TRUE,TRUE,47,BARDHAMAN
AE,West_Bengal,17,275,2021,5,0,4,3,SUBHAS BAURI,M,CPM,12196,,164291,214844,PANDABESWAR,GEN,BURDWAN DIVISION,8,76.47,7.42,yes,9461,5.76,2.56,DUMWB1420,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,31,BARDHAMAN
AE,West_Bengal,17,275,2021,5,0,4,4,None Of The Above,,NOTA,2735,,164291,214844,PANDABESWAR,GEN,BURDWAN DIVISION,8,76.47,1.66,yes,462,0.28,2.56,,,,TRUE,,,,,,,,,FALSE,FALSE,,BARDHAMAN
AE,West_Bengal,17,275,2021,5,0,4,5,SANJAY YADAV,M,IND,2273,,164291,214844,PANDABESWAR,GEN,BURDWAN DIVISION,8,76.47,1.38,yes,1136,0.69,2.56,DUMWB1950,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,40,BARDHAMAN
AE,West_Bengal,17,275,2021,5,0,4,6,RAKESH KUMAR DAS,M,BSP,1137,,164291,214844,PANDABESWAR,GEN,BURDWAN DIVISION,8,76.47,0.69,yes,371,0.23,2.56,DUMWB1326,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,33,BARDHAMAN
AE,West_Bengal,17,275,2021,5,0,4,7,ATUL CHANDRA BAURI,M,Bahujan Mukti Party,766,,164291,214844,PANDABESWAR,GEN,BURDWAN DIVISION,8,76.47,0.47,yes,131,0.08,2.56,GEWB14678,,,TRUE,2,BMUP,,DURGAPUR PASCHIM,FALSE,FALSE,0,TRUE,FALSE,TRUE,67,BARDHAMAN
AE,West_Bengal,17,275,2021,5,0,4,8,DANA GOSWAMI,M,SUCI,635,,164291,214844,PANDABESWAR,GEN,BURDWAN DIVISION,8,76.47,0.39,yes,127,0.08,2.56,DUMWB1785,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,55,BARDHAMAN
AE,West_Bengal,17,275,2021,5,0,4,9,PRADIP KUMAR PODDAR,M,IND,508,,164291,214844,PANDABESWAR,GEN,BURDWAN DIVISION,8,76.47,0.31,yes,0,0,2.56,DUMWB1839,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,45,BARDHAMAN
AE,West_Bengal,17,276,2021,5,0,4,1,PRADIP MAZUMDAR,M,AITC,79303,,192674,258693,DURGAPUR PURBA,GEN,BURDWAN DIVISION,9,74.48,41.16,no,3746,1.94,2.94,AEWB102065,,,TRUE,2,AITC,,DURGAPUR PURBA,TRUE,TRUE,1,FALSE,FALSE,TRUE,74,BARDHAMAN
AE,West_Bengal,17,276,2021,5,0,4,2,COLONEL DIPTANSU CHAUDHURY,M,BJP,75557,,192674,258693,DURGAPUR PURBA,GEN,BURDWAN DIVISION,9,74.48,39.21,no,46494,24.13,2.94,AEWB102089,,,TRUE,2,BJP,,ASANSOL DAKSHIN,FALSE,TRUE,0,FALSE,FALSE,TRUE,51,BARDHAMAN
AE,West_Bengal,17,276,2021,5,0,4,3,ABHAS RAY CHAUDHURI,M,CPM,29063,,192674,258693,DURGAPUR PURBA,GEN,BURDWAN DIVISION,9,74.48,15.08,yes,26435,13.72,2.94,GEWB121384,,,TRUE,2,CPM,,BARBANI,FALSE,TRUE,0,FALSE,FALSE,FALSE,52,BARDHAMAN
AE,West_Bengal,17,276,2021,5,0,4,4,None Of The Above,,NOTA,2628,,192674,258693,DURGAPUR PURBA,GEN,BURDWAN DIVISION,9,74.48,1.36,yes,744,0.39,2.94,,,,TRUE,,,,,,,,,FALSE,FALSE,,BARDHAMAN
AE,West_Bengal,17,276,2021,5,0,4,5,DIPAK DHALI,M,IND,1884,,192674,258693,DURGAPUR PURBA,GEN,BURDWAN DIVISION,9,74.48,0.98,yes,520,0.27,2.94,DUMWB1951,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,58,BARDHAMAN
AE,West_Bengal,17,276,2021,5,0,4,6,MD. SHOUKAT ALI KHAN,M,IND,1364,,192674,258693,DURGAPUR PURBA,GEN,BURDWAN DIVISION,9,74.48,0.71,yes,124,0.06,2.94,DUMWB2015,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,35,BARDHAMAN
AE,West_Bengal,17,276,2021,5,0,4,7,SURESH PRASAD,M,BSP,1240,,192674,258693,DURGAPUR PURBA,GEN,BURDWAN DIVISION,9,74.48,0.64,yes,604,0.31,2.94,DUMWB1458,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,70,BARDHAMAN
AE,West_Bengal,17,276,2021,5,0,4,8,JUGAL KRISHNA PAKHIRA,M,SUCI,636,,192674,258693,DURGAPUR PURBA,GEN,BURDWAN DIVISION,9,74.48,0.33,yes,108,0.06,2.94,DUMWB1909,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,53,BARDHAMAN
AE,West_Bengal,17,276,2021,5,0,4,9,BIJOY LAXMI PANDEY,F,Republican Party of India (Athawale),528,,192674,258693,DURGAPUR PURBA,GEN,BURDWAN DIVISION,9,74.48,0.27,yes,57,0.03,2.94,DUMWB1763,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,40,BARDHAMAN
AE,West_Bengal,17,276,2021,5,0,4,10,AMAL CHAKRABORTY,M,Amra Bangalee,471,,192674,258693,DURGAPUR PURBA,GEN,BURDWAN DIVISION,9,74.48,0.24,yes,0,0,2.94,DUMWB1624,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,65,BARDHAMAN
AE,West_Bengal,17,277,2021,5,0,4,1,LAKSHMAN CHANDRA GHORUI,M,BJP,91186,,196902,271215,DURGAPUR PASCHIM,GEN,BURDWAN DIVISION,10,72.6,46.31,no,14664,7.45,2.7,DUMWB1525,,,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,49,BARDHAMAN
AE,West_Bengal,17,277,2021,5,0,4,2,BISWANATH PARIAL,M,AITC,76522,,196902,271215,DURGAPUR PASCHIM,GEN,BURDWAN DIVISION,10,72.6,38.86,no,58492,29.71,2.7,AEWB102070,,,TRUE,2,INC,,DURGAPUR PASCHIM,TRUE,FALSE,1,TRUE,TRUE,TRUE,55,BARDHAMAN
AE,West_Bengal,17,277,2021,5,0,4,3,DEBESH CHAKRABORTY,M,INC,18030,,196902,271215,DURGAPUR PASCHIM,GEN,BURDWAN DIVISION,10,72.6,9.16,yes,15406,7.82,2.7,DUMWB1011,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,50,BARDHAMAN
AE,West_Bengal,17,277,2021,5,0,4,4,None Of The Above,,NOTA,2624,,196902,271215,DURGAPUR PASCHIM,GEN,BURDWAN DIVISION,10,72.6,1.33,yes,494,0.25,2.7,,,,TRUE,,,,,,,,,FALSE,FALSE,,BARDHAMAN
AE,West_Bengal,17,277,2021,5,0,4,5,NAYAN MONDAL,M,IND,2130,,196902,271215,DURGAPUR PASCHIM,GEN,BURDWAN DIVISION,10,72.6,1.08,yes,92,0.05,2.7,DUMWB2000,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,27,BARDHAMAN
AE,West_Bengal,17,277,2021,5,0,4,6,CHANDRA MALLIKA BANDOPADHYAY,F,IND,2038,,196902,271215,DURGAPUR PASCHIM,GEN,BURDWAN DIVISION,10,72.6,1.04,yes,810,0.41,2.7,DUMWB1984,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,44,BARDHAMAN
AE,West_Bengal,17,277,2021,5,0,4,7,PRABHUNATH SAH,M,BSP,1228,,196902,271215,DURGAPUR PASCHIM,GEN,BURDWAN DIVISION,10,72.6,0.62,yes,313,0.16,2.7,DUMWB1190,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,61,BARDHAMAN
AE,West_Bengal,17,277,2021,5,0,4,8,SANJIBAN HAZRA,M,JD(U),915,,196902,271215,DURGAPUR PASCHIM,GEN,BURDWAN DIVISION,10,72.6,0.46,yes,36,0.02,2.7,DUMWB1560,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,48,BARDHAMAN
AE,West_Bengal,17,277,2021,5,0,4,9,SANDIP SIKDER,M,Republican Party of India (Athawale),879,,196902,271215,DURGAPUR PASCHIM,GEN,BURDWAN DIVISION,10,72.6,0.45,yes,188,0.1,2.7,DUMWB1821,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,44,BARDHAMAN
AE,West_Bengal,17,277,2021,5,0,4,10,SOMNATH BANERJEE,M,SUCI,691,,196902,271215,DURGAPUR PASCHIM,GEN,BURDWAN DIVISION,10,72.6,0.35,yes,32,0.02,2.7,DUMWB1861,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,59,BARDHAMAN
AE,West_Bengal,17,277,2021,5,0,4,11,SWAPAN BANERJEE,M,IND,659,,196902,271215,DURGAPUR PASCHIM,GEN,BURDWAN DIVISION,10,72.6,0.33,yes,0,0,2.7,DUMWB2039,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,67,BARDHAMAN
AE,West_Bengal,17,278,2021,5,0,4,1,TAPAS BANERJEE,M,AITC,78164,,182211,252440,RANIGANJ,GEN,BURDWAN DIVISION,7,72.18,42.9,no,3556,1.95,2.78,AEWB102087,,,TRUE,4,AITC,,ASANSOL DAKSHIN,FALSE,TRUE,4,FALSE,TRUE,TRUE,67,BARDHAMAN
AE,West_Bengal,17,278,2021,5,0,4,2,DR. BIJAN MUKHERJEE,M,BJP,74608,,182211,252440,RANIGANJ,GEN,BURDWAN DIVISION,7,72.18,40.95,no,52920,29.04,2.78,DUMWB1303,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,42,BARDHAMAN
